seed,alpha,mean_tabs_res,mean_tabs_vit,mean_viol_res,mean_viol_vit,escape_max_res,escape_max_vit,tte_max_res,tte_max_vit,null_escape_res,null_escape_vit
42,0.89,0.5548571428571429,0.8570909090909091,1.062,6.658,0.6673469387755102,0.59,1.7125382262996942,0.6745762711864407,0.636734693877551,0.604
