req_consecutive,alpha,reach_resnet,reach_vit,reach_gap_abs,paired_reach,mean_td_resnet_paired,mean_td_vit_paired,td_gap_paired (R-V),cohens_d_paired,n_paired,n_total
7,0.84,0.438,0.152,0.28600000000000003,0.08,0.010714285714285714,0.10227272727272727,-0.09155844155844155,0.7139272771119823,40,500
7,0.85,0.434,0.15,0.28400000000000003,0.078,0.010989010989010988,0.1048951048951049,-0.0939060939060939,0.7258593290582664,39,500
7,0.86,0.432,0.146,0.28600000000000003,0.074,0.011583011583011582,0.11056511056511056,-0.09898209898209898,0.7516493862968491,37,500
7,0.87,0.43,0.146,0.28400000000000003,0.074,0.011583011583011582,0.11056511056511056,-0.09898209898209898,0.7516493862968491,37,500
7,0.88,0.426,0.142,0.28400000000000003,0.07,0.012244897959183673,0.1038961038961039,-0.09165120593692024,0.7153584866696746,35,500
7,0.89,0.422,0.14,0.282,0.068,0.012605042016806721,0.09358288770053476,-0.08097784568372804,0.6613605495411293,34,500
7,0.9,0.422,0.138,0.284,0.068,0.012605042016806721,0.09358288770053476,-0.08097784568372804,0.6613605495411293,34,500
7,0.91,0.416,0.136,0.27999999999999997,0.068,0.012605042016806721,0.09358288770053476,-0.08097784568372804,0.6613605495411293,34,500
7,0.92,0.414,0.134,0.27999999999999997,0.068,0.012605042016806721,0.09893048128342247,-0.08632543926661575,0.7057291238722778,34,500
7,0.93,0.412,0.128,0.284,0.066,0.012987012987012986,0.10192837465564739,-0.0889413616686344,0.7197574278333024,33,500
7,0.94,0.41,0.128,0.282,0.066,0.012987012987012986,0.10192837465564739,-0.0889413616686344,0.7197574278333024,33,500
7,0.95,0.406,0.124,0.28200000000000003,0.066,0.012987012987012986,0.10192837465564739,-0.0889413616686344,0.7197574278333024,33,500
7,0.96,0.402,0.122,0.28,0.064,0.013392857142857142,0.0909090909090909,-0.07751623376623376,0.6624713740086394,32,500
7,0.97,0.402,0.12,0.28200000000000003,0.062,0.013824884792626727,0.093841642228739,-0.08001675743611228,0.6762018762493708,31,500
7,0.98,0.4,0.12,0.28,0.062,0.013824884792626727,0.093841642228739,-0.08001675743611228,0.6762018762493708,31,500
7,0.99,0.398,0.12,0.278,0.062,0.013824884792626727,0.093841642228739,-0.08001675743611228,0.6762018762493708,31,500
8,0.7,0.45,0.134,0.316,0.07,0.0,0.04155844155844156,-0.04155844155844156,0.5402634923631393,35,500
8,0.71,0.436,0.134,0.302,0.068,0.0,0.04278074866310161,-0.04278074866310161,0.5491283784450649,34,500
8,0.72,0.432,0.132,0.3,0.068,0.0,0.04278074866310161,-0.04278074866310161,0.5491283784450649,34,500
8,0.73,0.43,0.132,0.298,0.068,0.0,0.04278074866310161,-0.04278074866310161,0.5491283784450649,34,500
8,0.74,0.424,0.132,0.292,0.068,0.0,0.04278074866310161,-0.04278074866310161,0.5491283784450649,34,500
8,0.75,0.42,0.13,0.29,0.064,0.0,0.03409090909090909,-0.03409090909090909,0.4955790467214042,32,500
8,0.76,0.414,0.128,0.286,0.064,0.0,0.03409090909090909,-0.03409090909090909,0.4955790467214042,32,500
8,0.77,0.414,0.126,0.288,0.062,0.0,0.03519061583577712,-0.03519061583577712,0.5042788424374636,31,500
8,0.78,0.414,0.126,0.288,0.062,0.0,0.03519061583577712,-0.03519061583577712,0.5042788424374636,31,500
8,0.79,0.398,0.124,0.274,0.06,0.0,0.03636363636363636,-0.03636363636363636,0.5134553180524706,30,500
8,0.8,0.398,0.124,0.274,0.06,0.0,0.03636363636363636,-0.03636363636363636,0.5134553180524706,30,500
8,0.81,0.392,0.122,0.27,0.058,0.0,0.037617554858934164,-0.037617554858934164,0.523153826986096,29,500
8,0.82,0.392,0.122,0.27,0.058,0.0,0.037617554858934164,-0.037617554858934164,0.523153826986096,29,500
8,0.83,0.39,0.12,0.27,0.056,0.0,0.025974025974025976,-0.025974025974025976,0.45056355688958305,28,500
8,0.84,0.388,0.12,0.268,0.056,0.0,0.025974025974025976,-0.025974025974025976,0.45056355688958305,28,500
8,0.85,0.384,0.12,0.264,0.054,0.0,0.02693602693602694,-0.02693602693602694,0.4594130771364014,27,500
8,0.86,0.382,0.118,0.264,0.052,0.0,0.027972027972027972,-0.027972027972027972,0.4688072309384954,26,500
8,0.87,0.38,0.118,0.262,0.052,0.0,0.027972027972027972,-0.027972027972027972,0.4688072309384954,26,500
8,0.88,0.376,0.116,0.26,0.05,0.0,0.02909090909090909,-0.02909090909090909,0.4788044813316638,25,500
8,0.89,0.372,0.116,0.256,0.05,0.0,0.02909090909090909,-0.02909090909090909,0.4788044813316638,25,500
8,0.9,0.372,0.114,0.258,0.05,0.0,0.02909090909090909,-0.02909090909090909,0.4788044813316638,25,500
8,0.91,0.366,0.114,0.252,0.05,0.0,0.02909090909090909,-0.02909090909090909,0.4788044813316638,25,500
8,0.92,0.364,0.112,0.252,0.05,0.0,0.03636363636363636,-0.03636363636363636,0.5656854249492381,25,500
8,0.93,0.362,0.104,0.258,0.048,0.0,0.03787878787878788,-0.03787878787878788,0.5788623196249564,24,500
8,0.94,0.36,0.104,0.256,0.048,0.0,0.03787878787878788,-0.03787878787878788,0.5788623196249564,24,500
8,0.95,0.358,0.102,0.256,0.048,0.0,0.03787878787878788,-0.03787878787878788,0.5788623196249564,24,500
8,0.96,0.358,0.102,0.256,0.048,0.0,0.03787878787878788,-0.03787878787878788,0.5788623196249564,24,500
8,0.97,0.358,0.1,0.258,0.046,0.0,0.039525691699604744,-0.039525691699604744,0.5930113018249076,23,500
8,0.98,0.356,0.098,0.258,0.046,0.0,0.039525691699604744,-0.039525691699604744,0.5930113018249076,23,500
8,0.99,0.354,0.098,0.256,0.046,0.0,0.039525691699604744,-0.039525691699604744,0.5930113018249076,23,500
