best_type,best_param,reach_resnet,reach_vit,reach_gap,mean_td_resnet,mean_td_vit,td_gap,reach_band_low,reach_band_high,cohens_d,run,seed
Absolute,P75,0.922,0.01,0.912,0.05361016423923148,0.7090909090909091,-0.6554807448516776,0.0,1.0,5.713358810652334,1,123
Absolute,P75,0.94,0.006,0.9339999999999999,0.0458966565349544,0.6363636363636364,-0.5904669798286819,0.0,1.0,5.694310514602291,2,124
Absolute,P80,0.876,0.006,0.87,0.0502283105022831,0.6060606060606061,-0.555832295558323,0.0,1.0,5.459311203212647,3,125
Absolute,P75,0.928,0.01,0.918,0.05449507389162561,0.6909090909090908,-0.6364140170174652,0.0,1.0,5.872196675530734,4,126
Absolute,P75,0.926,0.016,0.91,0.06016661524220919,0.6477272727272727,-0.5875606574850635,0.0,1.0,5.090728876367588,5,127
